Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Moya sidesteps Davis Cup in 2005

Carlos Moya has chosen not to help Spain try and defend the Davis Cup crown they won i...",sport,Sport,0.31,True,,,,,,,,,
"Henman decides to quit Davis Cup

Tim Henman has retired from Great Britain's Davis Cup team.

The 30-year-old, who made...",sport,Sport,0.37,True,,,,,,,,,
"Ivanovic seals Canberra victory

Serbia's Ana Ivanovic captured her first WTA title with a straight-sets victory over Hu...",sport,Sport,0.29,True,,,,,,,,,
"Minister digs in over doping row

The Belgian sports minister at the centre of the Svetlana Kuznetsova doping row says h...",sport,Sport,0.34,True,,,,,,,,,
"Safin relieved at Aussie recovery

Marat Safin admitted he thought he was suffering another Australian Open final nightm...",sport,Sport,0.33,True,,,,,,,,,
"Veteran Martinez wins Thai title

Conchita Martinez won her first title in almost five years with victory over Anna-Lena...",sport,Sport,0.29,True,,,,,,,,,
"Soderling wins tense Milan final

Fifth seed Robin Soderling took the Milan Indoors title with a dramatic win over Radek...",sport,Sport,0.29,True,,,,,,,,,
"Rusedski forced out in Marseille

Greg Rusedski was forced to withdraw from the Open 13 in Marseille on Thursday with a ...",sport,Sport,0.3,True,,,,,,,,,
"Big guns ease through in San Jose

Top-seeded Americans Andy Roddick and Andre Agassi survived minor scares to reach the...",sport,Sport,0.32,True,,,,,,,,,
"Almagro continues Spanish surge

Unseeded Nicolas Almagro became the fifth Spaniard to reach the last eight at the Bueno...",sport,Sport,0.29,True,,,,,,,,,
"Melzer shocks Agassi in San Jose

Second seed Andre Agassi suffered a comprehensive defeat by Jurgen Melzer in the quart...",sport,Sport,0.32,True,,,,,,,,,
"Mirza makes Indian tennis history

Teenager Sania Mirza completed a superb week at the Hyderabad Open by becoming the fi...",sport,Sport,0.34,True,,,,,,,,,
"Roddick to face Saulnier in final

Andy Roddick will play Cyril Saulnier in the final of the SAP Open in San Jose on Sun...",sport,Sport,0.32,True,,,,,,,,,
"Ink helps drive democracy in Asia

The Kyrgyz Republic, a small, mountainous state of the former Soviet republic, is usi...",tech,Politics,0.43,False,,,,,,,,,
"China net cafe culture crackdown

Chinese authorities closed 12,575 net cafes in the closing months of 2004, the country...",tech,Politics,0.36,False,,,,,,,,,
"Microsoft seeking spyware trojan

Microsoft is investigating a trojan program that attempts to switch off the firm's ant...",tech,Business,0.31,False,,,,,,,,,
"Digital guru floats sub-$100 PC

Nicholas Negroponte, chairman and founder of MIT's Media Labs, says he is developing a ...",tech,Business,0.39,False,,,,,,,,,
"Technology gets the creative bug

The hi-tech and the arts worlds have for some time danced around each other and offere...",tech,Business,0.49,False,,,,,,,,,
"Wi-fi web reaches farmers in Peru

A network of community computer centres, linked by wireless technology, is providing ...",tech,Business,0.44,False,,,,,,,,,
"Microsoft releases bumper patches

Microsoft has warned PC users to update their systems with the latest security fixes ...",tech,Business,0.32,False,,,,,,,,,
"Virus poses as Christmas e-mail

Security firms are warning about a Windows virus disguising itself as an electronic Chr...",tech,Cybersecurity,0.35,False,,,,,,,,,
"Apple laptop is 'greatest gadget'

The Apple Powerbook 100 has been chosen as the greatest gadget of all time, by US mag...",tech,Technology,0.66,False,,,,,,,,,
"Google's toolbar sparks concern

Search engine firm Google has released a trial tool which is concerning some net users ...",tech,Business,0.39,False,,,,,,,,,
"UK net users leading TV downloads

British TV viewers lead the trend of illegally downloading US shows from the net, acc...",tech,Business,0.42,False,,,,,,,,,
"IBM puts cash behind Linux push

IBM is spending $100m (£52m) over the next three years beefing up its commitment to Lin...",tech,Business,0.32,False,,,,,,,,,
"UK pioneers digital film network

The world's first digital cinema network will be established in the UK over the next 1...",tech,Business,0.4,False,,,,,,,,,
"EU software patent law faces axe

The European Parliament has thrown out a bill that would have allowed software to be p...",tech,Business,0.33,False,,,,,,,,,
"Xbox power cable 'fire fear'

Microsoft has said it will replace more than 14 million power cables for its Xbox consoles...",tech,Business,0.33,False,,,,,,,,,
"Global blogger action day called

The global web blog community is being called into action to lend support to two impri...",tech,Human Rights,0.46,False,,,,,,,,,
"Finding new homes for old phones

Re-using old mobile phones is not just good for the environment, it has social benefit...",tech,Business,0.4,False,,,,,,,,,
"PlayStation 3 chip to be unveiled

Details of the chip designed to power Sony's PlayStation 3 console will be released i...",tech,Technology,0.37,False,,,,,,,,,
"Intel unveils laser breakthrough

Intel has unveiled research that could mean data is soon being moved around chips at t...",tech,Business,0.39,False,,,,,,,,,
"Security scares spark browser fix

Microsoft is working on a new version of its Internet Explorer web browser.

The reva...",tech,Technology,0.39,False,,,,,,,,,
"Britons fed up with net service

A survey conducted by PC Pro Magazine has revealed that many Britons are unhappy with t...",tech,Business,0.35,False,,,,,,,,,
"Sun offers processing by the hour

Sun Microsystems has launched a pay-as-you-go service which will allow customers requ...",tech,Business,0.33,False,,,,,,,,,
"Lasers help bridge network gaps

An Indian telecommunications firm has turned to lasers to help it overcome the problems...",tech,Business,0.37,False,,,,,,,,,
"Game firm holds 'cast' auditions

Video game firm Bioware is to hold open auditions for people to become cast members fo...",tech,Business,0.33,False,,,,,,,,,
"Sony PSP console hits US in March

US gamers will be able to buy Sony's PlayStation Portable from 24 March, but there is...",tech,business,0.33,False,,,,,,,,,
"Warnings about junk mail deluge

The amount of spam circulating online could be about to undergo a massive increase, say...",tech,Technology,0.38,False,,,,,,,,,
"Warning over tsunami aid website

Net users are being told to avoid a scam website that claims to collect cash on behalf...",tech,Cybercrime,0.42,False,,,,,,,,,
"Piero gives rugby perspective

BBC Sport unveils its new analysis tool Piero at the Wales v England rugby union match on...",tech,Sport,0.38,False,,,,,,,,,
"Open source leaders slam patents

The war of words between Microsoft and the open source movement heated up this week as...",tech,Business,0.37,False,,,,,,,,,
"Reboot ordered for EU patent law

A European Parliament committee has ordered a rewrite of the proposals for controversi...",tech,Business,0.32,False,,,,,,,,,
"Solutions to net security fears

Fake bank e-mails, or phishing, and stories about ID theft are damaging the potential o...",tech,Business,0.51,False,,,,,,,,,
"Mobile networks seek turbo boost

Third-generation mobile (3G) networks need to get faster if they are to deliver fast i...",tech,Business,0.51,False,,,,,,,,,
"Global digital divide 'narrowing'

The ""digital divide"" between rich and poor nations is narrowing fast, according to a ...",tech,Business,0.36,False,,,,,,,,,
"UK gets official virus alert site

A rapid alerting service that tells home computer users about serious internet securi...",tech,Technology,0.41,False,,,,,,,,,
"Iran jails blogger for 14 years

An Iranian weblogger has been jailed for 14 years on charges of spying and aiding forei...",tech,Politics,0.38,False,,,,,,,,,
"Microsoft seeking spyware trojan

Microsoft is investigating a trojan program that attempts to switch off the firm's ant...",tech,Cybersecurity,0.32,False,,,,,,,,,
"US woman sues over cartridges

A US woman is suing Hewlett Packard (HP), saying its printer ink cartridges are secretly ...",tech,Business,0.32,False,,,,,,,,,
"Movie body hits peer-to-peer nets

The movie industry has struck out at file-sharing networks with another round of laws...",tech,business,0.34,False,,,,,,,,,
"Security warning over 'FBI virus'

The US Federal Bureau of Investigation is warning that a computer virus is being spre...",tech,Cybersecurity,0.33,False,,,,,,,,,
"Apple iPod family expands market

Apple has expanded its iPod family with the release of its next generation of the digi...",tech,business,0.41,False,,,,,,,,,
"T-Mobile bets on 'pocket office'

T-Mobile has launched its latest ""pocket office"" third-generation (3G) device which al...",tech,Business,0.4,False,,,,,,,,,
"Hotspot users gain free net calls

People using wireless net hotspots will soon be able to make free phone calls as well...",tech,Business,0.32,False,,,,,,,,,
"DVD copy protection strengthened

DVDs will be harder to copy thanks to new anti-piracy measures devised by copy protect...",tech,Business,0.36,False,,,,,,,,,
"Apple attacked over sources row

Civil liberties group the Electronic Frontier Foundation (EFF) has joined a legal fight...",tech,Business,0.34,False,,,,,,,,,
"Sony PSP tipped as a 'must-have'

Sony's Playstation Portable is the top gadget for 2005, according to a round-up of ult...",tech,Technology,0.33,False,,,,,,,,,
"BBC leads interactive Bafta wins

The BBC and the National Theatre have led the field at this year's Interactive Bafta a...",tech,Culture,0.37,False,,,,,,,,,
"Millions buy MP3 players in US

One in 10 adult Americans - equivalent to 22 million people - owns an MP3 player, accord...",tech,Business,0.36,False,,,,,,,,,
"'No re-draft' for EU patent law

A proposed European law on software patents will not be re-drafted by the European Comm...",tech,Business,0.37,False,,,,,,,,,
"Domain system scam fear

A system to make it easier to create website addresses using alphabets like Cyrillic could open...",tech,Business,0.39,False,,,,,,,,,
"Cheaper chip for mobiles

A mobile phone chip which combines a modem and a computer processor on one bit of silicon inst...",tech,Business,0.38,False,,,,,,,,,
"Blind student 'hears in colour'

A blind student has developed software that turns colours into musical notes so that he...",tech,Technology,0.37,False,,,,,,,,,
"Xbox 2 may be unveiled in summer

Details of the next generation of Microsoft's Xbox games console - codenamed Xenon - w...",tech,Technology,0.38,False,,,,,,,,,
"Microsoft launches its own search

Microsoft has unveiled the finished version of its home-grown search engine.

The now...",tech,Business,0.37,False,,,,,,,,,
"Moving mobile improves golf swing

A mobile phone that recognises and responds to movements has been launched in Japan.
...",tech,Technology,0.32,False,,,,,,,,,
"Junk e-mails on relentless rise

Spam traffic is up by 40%, putting the total amount of e-mail that is junk up to an ast...",tech,Business,0.32,False,,,,,,,,,
"Sporting rivals go to extra time

The current slew of sports games offers unparalleled opportunities for fans who like t...",tech,Business,0.42,False,,,,,,,,,
"Half-Life 2 sweeps Bafta awards

PC first person shooter Half-Life 2 has won six Bafta Awards, including best game and b...",tech,Culture,0.32,False,,,,,,,,,
"BT boosts its broadband packages

British Telecom has said it will double the broadband speeds of most of its home and b...",tech,business,0.34,False,,,,,,,,,
"Mobiles 'not media players yet'

Mobiles are not yet ready to be all-singing, all-dancing multimedia devices which will ...",tech,Business,0.44,False,,,,,,,,,
"Microsoft releases patches

Microsoft has warned PC users to update their systems with the latest security fixes for fla...",tech,Technology,0.32,False,,,,,,,,,
"Concern over RFID tags

Consumers are very concerned about the use of radio frequency ID (RFID) tags in shops, a survey ...",tech,Business,0.37,False,,,,,,,,,
"Ask Jeeves joins web log market

Ask Jeeves has bought the Bloglines website to improve the way it handles content from ...",tech,Business,0.38,False,,,,,,,,,
"Digital guru floats sub-$100 PC

Nicholas Negroponte, chairman and founder of MIT's Media Labs, says he is developing a ...",tech,Technology,0.39,False,,,,,,,,,
"Looks and music to drive mobiles

Mobile phones are still enjoying a boom time in sales, according to research from tech...",tech,Business,0.44,False,,,,,,,,,
"Yahoo celebrates a decade online

Yahoo, one of the net's most iconic companies, is celebrating its 10th anniversary thi...",tech,Business,0.34,False,,,,,,,,,
"Kenyan school turns to handhelds

At the Mbita Point primary school in western Kenya students click away at a handheld c...",tech,Technology,0.39,False,,,,,,,,,
"Tough rules for ringtone sellers

Firms that flout rules on how ringtones and other mobile extras are sold could be cut ...",tech,Business,0.42,False,,,,,,,,,
"Creator of first Apple Mac dies

Jef Raskin, head of the team behind the first Macintosh computer, has died.

Mr Raskin ...",tech,Technology,0.37,False,,,,,,,,,
"'Friends fear' with lost mobiles

People are becoming so dependent on their mobile phones that one in three are concerne...",tech,business,0.42,False,,,,,,,,,
"Telewest to challenge Sky Plus

Cable firm Telewest is to offer a personal video recorder (PVR) in a set -top box to cha...",tech,business,0.34,False,,,,,,,,,
"Games enter the classroom

Video games could soon be transplanted from their natural habitat to the more academic atmosp...",tech,Education,0.44,False,,,,,,,,,
"Gadget growth fuels eco concerns

Technology firms and gadget lovers are being urged to think more about the environment...",tech,Environment,0.51,False,,,,,,,,,
"'Evil twin' fear for wireless net

People using wireless high-speed net (wi-fi) are being warned about fake hotspots, or...",tech,Business,0.41,False,,,,,,,,,
"China 'to overtake US net use'

The Chinese net-using population looks set to exceed that of the US in less than three y...",tech,business,0.4,False,,,,,,,,,
"US peer-to-peer pirates convicted

The first convictions for piracy over peer-to-peer networks have been handed down in ...",tech,Business,0.32,False,,,,,,,,,
"Google launches TV search service

The net search giant Google has launched a search service that lets people look for T...",tech,Technology,0.33,False,,,,,,,,,
"Rich pickings for hi-tech thieves

Viruses, trojans and other malicious programs sent on to the net to catch you out are...",tech,Business,0.42,False,,,,,,,,,
"Blog reading explodes in America

Americans are becoming avid blog readers, with 32 million getting hooked in 2004, acco...",tech,Technology,0.34,False,,,,,,,,,
"Software watching while you work

Software that can not only monitor every keystroke and action performed at a PC but al...",tech,Business,0.38,False,,,,,,,,,
"New delay hits EU software laws

A fresh delay has hit controversial new European Union rules which govern computer-base...",tech,Business,0.32,False,,,,,,,,,
"Savvy searchers fail to spot ads

Internet search engine users are an odd mix of naive and sophisticated, suggests a rep...",tech,Business,0.39,False,,,,,,,,,
"Games firms 'face tough future'

UK video game firms face a testing time as they prepare for the next round of games con...",tech,Business,0.39,False,,,,,,,,,
"Microsoft makes anti-piracy move

Microsoft says it is clamping down on people running pirated versions of its Windows o...",tech,Business,0.39,False,,,,,,,,,
"Nintendo handheld given Euro date

Nintendo's new handheld console, the DS, will launch in Europe on 11 March, the compa...",tech,Business,0.4,False,,,,,,,,,
"Smart search lets art fans browse

If you don't know art but know what you like, new search technology could prove a use...",tech,Culture,0.37,False,,,,,,,,,
"Warning over Windows Word files

Writing a Microsoft Word document can be a dangerous business, according to document se...",tech,Business,0.37,False,,,,,,,,,
"Net regulation 'still possible'

The blurring of boundaries between TV and the internet raises questions of regulation, ...",tech,Business,0.43,False,,,,,,,,,
"Voters flock to blog awards site

Voting is under way for the annual Bloggies which recognise the best web blogs - onlin...",tech,Culture,0.43,False,,,,,,,,,
"Latest Opera browser gets vocal

Net browser Opera 8.0, due for official release at the end of next month, will be ""the ...",tech,Technology,0.36,False,,,,,,,,,
"Web radio takes Spanish rap global

Spin the radio dial in the US and you are likely to find plenty of Spanish-language ...",tech,Culture,0.48,False,,,,,,,,,
"Movie body targets children's PCs

The body that represents the US movie industry has released its latest tool in its ca...",tech,Business,0.36,False,,,,,,,,,
"Norway upholds 'Napster' ruling

A Norwegian student who ran a website which linked to downloadable MP3 files has been o...",tech,Business,0.38,False,,,,,,,,,
"The future in your pocket

If you are a geek or gadget fan, the next 12 months look like they are going to be a lot of f...",tech,Technology,0.52,False,,,,,,,,,
"What high-definition will do to DVDs

First it was the humble home video, then it was the DVD, and now Hollywood is prep...",tech,Business,0.51,False,,,,,,,,,
"Mobile games come of age

The BBC News website takes a look at how games on mobile phones are maturing. A brief round-up...",tech,Culture,0.5,False,,,,,,,,,
"California sets fines for spyware

The makers of computer programs that secretly spy on what people do with their home P...",tech,business,0.33,False,,,,,,,,,
"Web helps collect aid donations

The web is helping aid agencies gather resources to help cope with the aftermath of the...",tech,Business,0.38,False,,,,,,,,,
"Mobiles rack up 20 years of use

Mobile phones in the UK are celebrating their 20th anniversary this weekend.

Britain's...",tech,Business,0.39,False,,,,,,,,,
"Blogs take on the mainstream

Web logs or blogs are everywhere, with at least an estimated five million on the web and t...",tech,Technology,0.45,False,,,,,,,,,
"Honour for UK games maker

Leading British computer games maker Peter Molyneux has been made an OBE in the New Year Hono...",tech,Culture,0.36,False,,,,,,,,,
"Bush website blocked outside US

Surfers outside the US have been unable to visit the official re-election site of Presi...",tech,Politics,0.34,False,,,,,,,,,
"Blogger grounded by her airline

A US airline attendant is fighting for her job after she was suspended over postings on...",tech,Business,0.46,False,,,,,,,,,
"Camera phones are 'must-haves'

Four times more mobiles with cameras in them will be sold in Europe by the end of 2004 t...",tech,Business,0.42,False,,,,,,,,,
"Games 'deserve a place in class'

Computer games could enhance learning and have a legitimate place in the classroom, sa...",tech,Education,0.38,False,,,,,,,,,
"Nuclear body seeks new tech

The computer systems used to monitor the world's nuclear power installations are so outdate...",tech,Business,0.37,False,,,,,,,,,
"Web logs aid disaster recovery

Some of the most vivid descriptions of the devastation in southern Asia are on the inter...",tech,Humanitarian Aid,0.48,False,,,,,,,,,
"Pandas benefit from wireless net

The world's dwindling panda population is getting a helping hand from a wireless inter...",tech,Technology,0.34,False,,,,,,,,,
"Search wars hit desktop PCs

Another front in the on-going battle between Microsoft and Google is about to be opened.

B...",tech,Business,0.42,False,,,,,,,,,
"Home phones face unclear future

The fixed line phone in your home could soon be an endangered species.

Research by han...",tech,Business,0.36,False,,,,,,,,,
"Podcasts mark rise of DIY radio

An Apple iPod or other digital music players can hold anything up to 10,000 songs, whic...",tech,Culture,0.55,False,,,,,,,,,
"Sony wares win innovation award

Sony has taken the prize for top innovator at the annual awards of PC Pro Magazine.

It...",tech,Business,0.34,False,,,,,,,,,
"Portable PlayStation ready to go

Sony's PlayStation Portable (PSP) will go on sale in Japan on 12 December.

The long-a...",tech,Business,0.37,False,,,,,,,,,
"Viewers to be able to shape TV

Imagine editing Titanic down to watch just your favourite bits or cutting out the slushi...",tech,Technology,0.41,False,,,,,,,,,
"Games maker fights for survival

One of Britain's largest independent game makers, Argonaut Games, has been put up for s...",tech,business,0.38,False,,,,,,,,,
"Pompeii gets digital make-over

The old-fashioned audio tour of historical places could soon be replaced with computer-g...",tech,Culture,0.37,False,,,,,,,,,
"Fast moving phone bugs appear

Security firms are warning about several mobile phone viruses that can spread much faster...",tech,Technology,0.33,False,,,,,,,,,
"Joke e-mail virus tricks users

A virus that disguises itself as a joke is spreading rapidly across the net.

Anti-virus...",tech,Technology,0.33,False,,,,,,,,,
"Progress on new internet domains

By early 2005 the net could have two new domain names.

The .post and .travel net doma...",tech,Business,0.34,False,,,,,,,,,
"Argonaut founder rebuilds empire

Jez San, the man behind the Argonaut games group which went into administration a week...",tech,Business,0.37,False,,,,,,,,,
"Dozens held over ID fraud site

Twenty-eight people, including a Briton, have been arrested after a global operation aga...",tech,Business,0.39,False,,,,,,,,,
"Robots learn 'robotiquette' rules

Robots are learning lessons on ""robotiquette"" - how to behave socially - so they can ...",tech,Technology,0.37,False,,,,,,,,,
"Concerns over Windows ATMs

Cash machine networks could soon be more susceptible to computer viruses, a security firm ha...",tech,Business,0.44,False,,,,,,,,,
"Attack prompts Bush site block

The official re-election site of President George W Bush is blocking visits from oversea...",tech,Politics,0.42,False,,,,,,,,,
"Loyalty cards idea for TV addicts

Viewers could soon be rewarded for watching TV as loyalty cards come to a screen near...",tech,Business,0.36,False,,,,,,,,,
"The Force is strong in Battlefront

The warm reception that has greeted Star Wars: Battlefront is a reflection not of an...",tech,Culture,0.44,False,,,,,,,,,
"'Ultimate game' award for Doom 3

Sci-fi shooter Doom 3 has blasted away the competition at a major games ceremony, the ...",tech,Culture,0.36,False,,,,,,,,,
"Gadget show heralds MP3 season

Partners of those who love their hi-tech gear may want to get their presents in early as...",tech,Business,0.37,False,,,,,,,,,
"Commodore finds new lease of life

The once-famous Commodore computer brand could be resurrected after being bought by a...",tech,Business,0.33,False,,,,,,,,,
"Broadband in the UK growing fast

High-speed net connections in the UK are proving more popular than ever.

BT reports t...",tech,Business,0.38,False,,,,,,,,,
"Slim PlayStation triples sales

Sony PlayStation 2's slimmer shape has proved popular with UK gamers, with 50,000 sold i...",tech,Business,0.38,False,,,,,,,,,
"Seamen sail into biometric future

The luxury cruise liner Crystal Harmony, currently in the Gulf of Mexico, is the unli...",tech,Business,0.37,False,,,,,,,,,
"US duo in first spam conviction

A brother and sister in the US have been convicted of sending hundreds of thousands of ...",tech,Business,0.33,False,,,,,,,,,
"US blogger fired by her airline

A US airline attendant suspended over ""inappropriate images"" on her blog - web diary - ...",tech,Business,0.41,False,,,,,,,,,
"Gates opens biggest gadget fair

Bill Gates has opened the Consumer Electronics Show (CES) in Las Vegas, saying that gad...",tech,Business,0.42,False,,,,,,,,,
"GTA sequel is criminally good

The Grand Theft Auto series of games have set themselves the very highest of standards in...",tech,Gaming,0.5,False,,,,,,,,,
"BT offers free net phone calls

BT is offering customers free internet telephone calls if they sign up to broadband in D...",tech,Business,0.34,False,,,,,,,,,
"When invention turns to innovation

It is unlikely that future technological inventions are going to have the same kind ...",tech,Business,0.51,False,,,,,,,,,
"Firefox browser takes on Microsoft

Microsoft's Internet Explorer has a serious rival in the long-awaited Firefox 1.0 we...",tech,Technology,0.43,False,,,,,,,,,
"Halo fans' hope for sequel

Xbox video game Halo 2 has been released in the US on 9 November, with a UK release two days...",tech,Gaming,0.46,False,,,,,,,,,
"Players sought for $1m prize

UK gamers are getting a chance to take part in a $1m tournament thanks to one of the count...",tech,Business,0.4,False,,,,,,,,,
"US top of supercomputing charts

The US has pushed Japan off the top of the supercomputing chart with IBM's prototype Bl...",tech,Technology,0.37,False,,,,,,,,,
"Text messages aid disaster recovery

Text messaging technology was a valuable communication tool in the aftermath of the...",tech,Technology,0.49,False,,,,,,,,,
"Putting a face to 'Big Brother'

Literally putting a face on technology could be one of the keys to improving our intera...",tech,Technology,0.4,False,,,,,,,,,
"Football Manager scores big time

For the past decade or so the virtual football fans among us will have become used to ...",tech,Video Games,0.51,False,,,,,,,,,
"Musicians 'upbeat' about the net

Musicians are embracing the internet as a way of reaching new fans and selling more mu...",tech,Business,0.39,False,,,,,,,,,
"Broadband takes on TV viewing

The number of Europeans with broadband has exploded over the past 12 months, with the web...",tech,Business,0.38,False,,,,,,,,,
"Freeze on anti-spam campaign

A campaign by Lycos Europe to target spam-related websites appears to have been put on hol...",tech,Business,0.37,False,,,,,,,,,
"ITunes user sues Apple over iPod

A user of Apple's iTunes music service is suing the firm saying it is unfair he can on...",tech,Business,0.36,False,,,,,,,,,
"Microsoft gets the blogging bug

Software giant Microsoft is taking the plunge into the world of blogging.

It is launch...",tech,Business,0.32,False,,,,,,,,,
"Broadband fuels online change

Fast web access is encouraging more people to express themselves online, research suggest...",tech,Business,0.34,False,,,,,,,,,
"'Blog' picked as word of the year

The term ""blog"" has been chosen as the top word of 2004 by a US dictionary publisher....",tech,Culture,0.43,False,,,,,,,,,
"New Year's texting breaks record

A mobile phone was as essential to the recent New Year's festivities as a party mood a...",tech,Business,0.37,False,,,,,,,,,
"DS aims to touch gamers

The mobile gaming industry is set to explode in 2005 with a number of high-profile devices offe...",tech,Technology,0.4,False,,,,,,,,,
"No half measures with Half-Life 2

Could Half-Life 2 possibly live up to the hype? After almost two years of tantalising...",tech,Culture,0.54,False,,,,,,,,,
"Games win for Blu-ray DVD format

The next-generation DVD format Blu-ray is winning more supporters than its rival, acco...",tech,Business,0.48,False,,,,,,,,,
"File-swappers ready new network

Legal attacks on websites that help people swap pirated films have forced the developme...",tech,Business,0.44,False,,,,,,,,,
"Online games play with politics

After bubbling under for some time, online games broke through onto the political arena...",tech,Culture,0.4,False,,,,,,,,,
"Broadband challenges TV viewing

The number of Europeans with broadband has exploded over the past 12 months, with the w...",tech,Business,0.38,False,,,,,,,,,
"Freeze on anti-spam campaign

A campaign by Lycos Europe to target spam-related websites appears to have been put on hol...",tech,Business,0.37,False,,,,,,,,,
"Halo 2 sells five million copies

Microsoft is celebrating bumper sales of its Xbox sci-fi shooter, Halo 2.

The game ha...",tech,Business,0.36,False,,,,,,,,,
"When technology gets personal

In 2020, whipping out your mobile phone to make a call will be quaintly pass&#233;. By th...",tech,Technology,0.49,False,,,,,,,,,
"Microsoft gets the blogging bug

Software giant Microsoft is taking the plunge into the world of blogging.

It is launch...",tech,Business,0.32,False,,,,,,,,,
"Doors open at biggest gadget fair

Thousands of technology lovers and industry experts have gathered in Las Vegas for th...",tech,Business,0.45,False,,,,,,,,,
"Who do you think you are?

The real danger is not what happens to your data as it crosses the net, argues analyst Bill T...",tech,Business,0.49,False,,,,,,,,,
"'Brainwave' cap controls computer

A team of US researchers has shown that controlling devices with the brain is a step ...",tech,Technology,0.34,False,,,,,,,,,
"'Brainwave' cap controls computer

A team of US researchers has shown that controlling devices with the brain is a step ...",tech,Technology,0.24,False,,,,,,,,,
"Europe backs digital TV lifestyle

How people receive their digital entertainment in the future could change, following ...",tech,Business,0.37,False,,,,,,,,,
"A decade of good website design

The web looks very different today than it did 10 years ago.

Back in 1994, Yahoo had o...",tech,Business,0.43,False,,,,,,,,,
"2D Metal Slug offers retro fun

Like some drill sergeant from the past, Metal Slug 3 is a wake-up call to today's gamers...",tech,Culture,0.35,False,,,,,,,,,
"Casual gaming to 'take off'

Games aimed at ""casual players"" are set to be even bigger in 2005, according to industry ex...",tech,Business,0.42,False,,,,,,,,,
"'Ultimate game' award for Doom 3

Sci-fi shooter Doom 3 has blasted away the competition at a major games ceremony, the ...",tech,Culture,0.37,False,,,,,,,,,
"Gadget show heralds MP3 Christmas

Partners of those who love their hi-tech gear may want to get their presents in early...",tech,Business,0.37,False,,,,,,,,,
"Supercomputer breaks speed record

The US is poised to push Japan off the top of the supercomputing chart with IBM's pro...",tech,Technology,0.49,False,,,,,,,,,
"Gadgets galore on show at fair

The 2005 Consumer Electronics Show in Las Vegas is a geek's paradise with more than 50,0...",tech,Technology,0.52,False,,,,,,,,,
"Broadband in the UK growing fast

High-speed net connections in the UK are proving more popular than ever.

BT reports t...",tech,Business,0.38,False,,,,,,,,,
"US duo in first spam conviction

A brother and sister in the US have been convicted of sending hundreds of thousands of ...",tech,business,0.33,False,,,,,,,,,
"Microsoft debuts security tools

Microsoft is releasing tools that clean up PCs harbouring viruses and spyware.

The vir...",tech,Technology,0.37,False,,,,,,,,,
"Slimmer PlayStation triple sales

Sony PlayStation 2's slimmer shape has proved popular with UK gamers, with 50,000 sold...",tech,Business,0.39,False,,,,,,,,,
"Seamen sail into biometric future

The luxury cruise liner Crystal Harmony, currently in the Gulf of Mexico, is the unli...",tech,Business,0.37,False,,,,,,,,,
"US blogger fired by her airline

A US airline attendant suspended over ""inappropriate images"" on her blog - web diary - ...",tech,Business,0.41,False,,,,,,,,,
"Mobiles double up as bus tickets

Mobiles could soon double up as travel cards, with Nokia planning to try out a wireles...",tech,Business,0.32,False,,,,,,,,,
"Mobile gig aims to rock 3G

Forget about going to a crowded bar to enjoy a gig by the latest darlings of the music press...",tech,Business,0.33,False,,,,,,,,,
"Consumers 'snub portable video'

Consumers want music rather than movies while on the move, says a report.

Produced by ...",tech,business,0.37,False,,,,,,,,,
"Learning to love broadband

We are reaching the point where broadband is a central part of daily life, at least for some...",tech,Technology,0.47,False,,,,,,,,,
"Nintendo DS aims to touch gamers

The mobile gaming industry is set to explode in 2005 with a number of high-profile dev...",tech,Technology,0.41,False,,,,,,,,,
"China 'blocks Google news site'

China has been accused of blocking access to Google News by the media watchdog, Reporte...",tech,Politics,0.35,False,,,,,,,,,
"A question of trust and technology

A major government department is without e-mail for a week, and technology analyst B...",tech,Business,0.42,False,,,,,,,,,
"Call for action on internet scam

Phone companies are not doing enough to warn customers about internet ""rogue-dialling""...",tech,Business,0.65,False,,,,,,,,,
"Screensaver tackles spam websites

Net users are getting the chance to fight back against spam websites

Internet portal...",tech,Business,0.4,False,,,,,,,,,
"First look at PlayStation 3 chip

Some details of the chip inside Sony's PlayStation 3 have been revealed.

Sony, IBM an...",tech,Technology,0.34,False,,,,,,,,,
"Online commons to spark debate

Online communities set up by the UK government could encourage public debate and build t...",tech,Politics,0.42,False,,,,,,,,,
"Mobile gaming takes off in India

Gaming on the move is one of the fastest-growing activities among the tech-savvy in In...",tech,Business,0.37,False,,,,,,,,,
"Gadget market 'to grow in 2005'

The explosion in consumer technology is to continue into 2005, delegates at the world's...",tech,Business,0.43,False,,,,,,,,,
"Swap offer for pirated Windows XP

Computer giant Microsoft has launched a pilot scheme to replace counterfeit versions ...",tech,business,0.34,False,,,,,,,,,
"Ban hits Half-Life 2 pirates hard

About 20,000 people have been banned from playing the Half-Life 2 game.

Game maker V...",tech,Business,0.42,False,,,,,,,,,
"New browser wins over net surfers

The proportion of surfers using Microsoft's Internet Explorer (IE) has dropped to bel...",tech,Business,0.39,False,,,,,,,,,
"Smartphones suffer Skulls attack

Owners of some Nokia smartphones are being warned to watch out for malicious wallpaper...",tech,Cybersecurity,0.39,False,,,,,,,,,
